#{"t_start": 1683797434.0601187, "env_id": "RobotEnv8-v0"}
r,l,t
-85.610162,500,37.51474
-71.741962,500,70.894624
-191.100476,500,105.350388
-82.618893,500,139.141285
-75.985022,500,184.184263
-87.973079,500,217.62316
-189.566294,500,251.08608
-76.400853,500,284.479392
-72.312283,500,329.483848
-89.063889,500,362.875979
-81.39909,500,396.550406
-91.843226,500,429.87084
-76.068279,500,475.245699
-65.538558,500,508.712485
-79.796103,500,542.297542
-79.182569,500,575.690019
-67.303373,500,620.488784
-95.755474,500,653.770112
-56.384049,500,687.479533
-101.839996,500,720.804688
-52.751674,500,765.876837
-95.901754,500,799.317366
-96.048724,500,832.996398
-43.912175,500,866.376245
-45.532901,500,912.202199
-58.217198,500,945.557913
-49.193844,500,979.283484
-92.798186,500,1012.540931
-62.932413,500,1057.513897
-78.83502,500,1090.950904
-58.102646,500,1124.334778
-50.124503,500,1157.566316
-76.836926,500,1202.482574
-71.729547,500,1235.837232
-56.725164,500,1269.340737
-41.846844,500,1302.72714
-64.183209,500,1347.71436
-44.179986,500,1381.127239
-40.406373,500,1414.787984
-44.886677,500,1448.178187
-52.667962,500,1493.213294
-42.713211,500,1526.837505
-51.240612,500,1560.264296
-58.25518,500,1593.583041
-83.891889,500,1627.05491
-42.217915,500,1671.76127
-66.108917,500,1705.135591
-35.418646,500,1738.495058
-62.525974,500,1771.952659
-57.854627,500,1817.243143
-66.554992,500,1850.928808
-37.404748,500,1886.363375
-38.437252,500,1920.496409
-75.449303,500,1965.481889
-36.273686,500,1999.270751
-42.882234,500,2032.665439
-62.983823,500,2066.475363
-19.603125,500,2111.490581
-26.173576,500,2145.2825
-38.587244,500,2178.819301
-24.032857,500,2212.592728
196.011151,101,2219.365106
-46.365052,500,2264.506755
-51.083706,500,2298.078654
-48.642343,500,2331.926512
131.854757,490,2364.844239
190.783158,117,2372.774403
-31.089809,500,2418.118606
-34.867009,500,2451.795415
172.021881,244,2468.337707
-20.019849,500,2502.420025
-40.449737,500,2547.660879
154.823339,155,2558.404163
-489.234533,500,2592.28986
-22.094349,500,2626.076034
166.657017,199,2639.485792
-122.690796,500,2673.288301
190.878381,144,2694.282242
-194.486243,500,2728.111718
186.466795,286,2747.457914
196.912734,64,2751.775999
184.943279,308,2772.913514
196.124407,39,2775.550573
181.933823,172,2787.273638
155.092444,129,2796.034294
193.531409,80,2801.720157
-60.890978,500,2851.220835
180.749644,363,2876.013359
172.538965,383,2902.173647
189.820609,297,2922.738359
184.562642,97,2929.358723
158.096118,465,2960.986345
148.814997,201,2974.723884
151.379892,225,3001.752671
190.558429,80,3007.278769
175.039999,140,3016.899057
196.843013,68,3021.550689
153.903536,138,3030.977232
162.483791,213,3045.571529
-58.276199,500,3079.996609
180.809508,359,3104.519074
-131.347854,500,3150.142873
184.148244,304,3171.018927
-158.498588,500,3205.324023
185.043596,82,3210.982847
-68.179813,500,3245.376378
184.564934,270,3263.985617
137.566015,459,3307.107713
159.44862,170,3318.851111
192.540644,178,3331.199653
182.835459,99,3338.040894
189.340946,194,3351.409579
184.174238,76,3356.672693
166.946769,139,3366.317852
159.400517,122,3374.767709
187.751517,88,3380.910779
-16.99711,500,3415.579815
188.471566,121,3423.939736
198.315946,32,3426.201059
193.486529,114,3434.409269
172.1604,179,3458.587939
186.885405,115,3466.56017
190.712386,149,3476.87705
182.875776,94,3483.415758
187.871456,131,3492.569718
192.294784,166,3504.005162
194.408883,126,3512.70718
183.592653,91,3519.325064
191.617892,167,3530.894567
192.365622,77,3536.229514
160.122912,252,3553.710624
162.157276,215,3568.663496
165.018157,500,3614.831316
191.47439,172,3626.77636
184.199242,183,3639.413494
192.579523,76,3644.706312
170.541273,166,3656.296305
145.45342,122,3664.715843
179.843208,96,3671.457057
182.856083,234,3687.664075
184.349104,162,3698.885286
151.616668,143,3708.806392
190.71314,144,3718.77148
173.46247,239,3735.382138
192.718131,69,3740.219534
187.934096,201,3765.487264
148.918527,339,3789.033361
191.769813,47,3792.317012
168.573579,196,3805.952243
151.685173,167,3817.887129
183.156874,228,3833.717558
179.243101,188,3846.832092
186.084973,123,3855.343947
194.031349,55,3859.208437
185.846374,374,3885.202431
181.098584,128,3894.388843
162.627247,400,3933.392334
155.153478,190,3946.684869
180.278948,449,3977.920253
196.072565,124,3986.576554
195.673324,95,3993.19388
191.830564,169,4005.01726
157.741232,402,4033.136241
177.484276,137,4042.722116
183.507824,480,4087.778331
192.338457,205,4102.215661
-148.397503,500,4137.412278
174.943158,404,4165.828927
194.323046,153,4176.662846
173.049712,113,4184.629024
158.680019,215,4199.850994
191.630983,56,4203.788309
194.069551,106,4211.276919
174.379397,186,4235.493032
-25.840741,500,4270.530695
197.693228,38,4273.202692
195.874414,53,4276.977766
197.321812,72,4282.044857
194.468162,81,4287.766806
-148.842967,500,4322.947781
191.672912,87,4329.046913
197.075754,50,4332.550779
184.999876,96,4339.325485
198.705065,36,4341.893904
191.744716,48,4345.228912
194.470923,115,4353.341291
182.041215,102,4360.495891
189.393915,198,4385.505577
165.861501,92,4391.976825
170.479824,120,4400.442234
195.681222,114,4408.484102
157.359059,134,4417.919696
161.21196,155,4428.961435
156.627045,176,4441.369349
184.060664,71,4446.357469
-149.736956,500,4482.038015
179.549407,174,4495.385439
193.889692,123,4504.105217
160.58697,128,4513.158398
-148.18439,500,4559.62683
172.289572,106,4567.139391
172.098641,90,4573.506491
189.74198,223,4589.256332
191.624746,60,4593.450726
181.82732,80,4599.089846
186.471428,170,4611.072373
180.639181,69,4615.97679
169.235298,147,4626.355866
196.988839,41,4629.298661
153.597429,113,4637.244651
195.013065,46,4640.510937
195.274687,68,4645.273448
186.248611,242,4662.429953
181.918615,125,4671.268621
189.676302,70,4676.225959
148.28253,141,4697.547116
196.65319,88,4703.770448
164.276276,111,4711.584625
136.959926,178,4724.144849
195.544936,160,4735.453816
167.770972,374,4761.867262
196.406878,50,4765.423698
185.689166,99,4772.424346
179.779379,127,4781.358629
154.942686,113,4789.325565
194.804257,58,4793.387985
194.942456,39,4796.167282
185.22929,99,4803.190775
192.32476,186,4816.348217
190.970609,211,4831.237798
165.987083,126,4851.355273
191.876468,74,4856.594539
189.200615,113,4864.5838
175.243546,109,4872.33195
195.421282,84,4878.270308
174.599714,137,4888.060381
195.544787,113,4896.102463
173.851635,173,4908.330091
193.427129,154,4919.266945
195.077085,153,4930.060081
172.356425,164,4941.678119
198.319786,34,4944.063502
188.572008,308,4966.120787
164.518081,95,4972.824353
151.671299,143,4982.952917
181.164824,130,4992.141105
190.376782,95,5010.032161
194.39154,118,5018.459907
194.197727,91,5024.86938
188.511716,131,5034.195436
180.256213,292,5055.126851
198.193424,43,5058.207496
150.784651,113,5066.178679
158.16813,266,5085.006075
-149.783435,500,5120.361333
160.65047,129,5129.527736
192.475073,145,5139.791013
164.590855,180,5164.001395
189.205496,97,5170.972521
198.301484,60,5175.230938
186.153026,133,5184.709818
179.600516,89,5191.437758
160.213339,203,5205.866848
194.520341,112,5213.806769
194.680745,48,5217.270358
189.393918,123,5225.949138
193.106649,73,5231.151946
152.070273,243,5248.370052
183.814894,72,5253.476142
197.941145,74,5258.737745
195.246765,57,5263.157247
181.11376,84,5269.145311
151.11323,169,5281.171722
160.47177,99,5288.213074
198.029147,27,5290.14186
196.267269,83,5295.985829
195.216242,39,5298.779166
145.477821,116,5307.000267
191.79687,64,5322.855367
190.191047,145,5333.180329
197.827262,30,5335.309681
188.746174,80,5341.041083
197.002483,57,5345.113402
157.133159,137,5354.874341
-270.034844,500,5390.539925
159.984618,124,5399.431613
177.020893,112,5407.444509
-154.792356,500,5443.083334
188.637126,74,5448.589461
157.12264,175,5461.840513
155.765654,112,5481.579665
196.666166,40,5484.428485
196.588889,59,5488.689626
192.688187,54,5492.572601
152.15363,150,5503.331713
